,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1437,2008,160000,110000,1,0,0,2
1438,2017,325000,15000,1,0,0,0
1439,2006,200000,73756,0,0,0,0
1440,2018,2800000,40000,0,0,1,0
1441,2011,125000,60000,1,0,0,2
1442,2008,155000,60000,1,0,0,3
1443,2015,550000,90000,0,0,0,0
1444,2009,130000,70000,1,0,0,3
1445,2002,80000,70000,1,0,0,1
1446,2015,500000,80000,0,0,0,1
1447,2019,250000,27000,1,0,0,0
1448,2012,580000,70000,0,0,0,0
1449,2002,60000,50000,1,0,0,0
1450,2012,300000,185000,0,0,0,0
1451,2014,200000,90000,0,0,0,1
1452,2017,1200000,16400,0,0,0,0
1453,2015,350000,80000,0,0,0,1
1454,2012,600000,80000,0,0,0,1
1455,2019,650000,4000,1,0,0,0
1456,2008,120000,40000,1,0,0,0
1457,2010,180000,120000,0,0,0,1
1458,2018,950000,41395,1,0,1,0
1459,2012,250999,35000,0,0,0,1
1460,2012,385000,52000,0,1,0,0
1461,2009,1250000,47000,0,1,1,1
1462,2013,165000,50000,1,0,0,0
1463,2015,700000,48000,1,1,0,0
1464,2015,750000,53000,0,1,0,0
1465,2008,89999,213000,0,0,0,0
1466,2018,290000,15000,1,1,1,0
1467,2014,45000,7000,1,0,0,1
1468,2013,675000,88000,0,1,1,0
1469,2015,530000,55000,0,1,0,0
1470,2014,1485000,48000,0,1,1,0
1471,2014,325000,71014,0,1,0,0
1472,2015,400000,60000,0,1,0,0
1473,2017,380000,71000,0,1,0,0
1474,2016,750000,45000,1,1,1,0
1475,2017,390000,45000,1,1,0,0
1476,2009,110000,20000,1,0,0,0
1477,2019,1825000,14000,0,1,0,0
1478,2019,3256000,17000,0,1,1,0
1479,2015,370000,60000,0,1,0,0
1480,2013,210000,80000,0,0,0,1
1481,2007,175000,181000,0,0,0,3
1482,2012,575000,89550,0,0,0,1
1483,2010,320000,90000,0,0,0,2
1484,2010,280000,149500,0,0,0,2
1485,2013,500000,190000,0,0,0,1
1486,2013,380000,83000,0,1,0,0
1487,2005,120000,20000,1,0,0,1
1488,2018,395000,20000,1,0,0,0
1489,2010,360000,160000,0,0,0,0
1490,2015,451000,100000,0,0,0,0
1491,2010,175000,45000,1,0,0,1
1492,2009,170000,44800,1,0,0,1
1493,2006,100000,40000,1,0,0,1
1494,2014,150000,120000,1,0,0,2
1495,2011,149000,10000,0,0,0,1
1496,2011,160000,80000,0,0,0,1
1497,2018,434999,10000,1,0,0,0
1498,2014,800000,156000,0,0,0,0
1499,2010,819999,120000,0,0,0,1
1500,2007,163000,100000,1,0,0,1
1501,2001,350000,100000,0,0,0,1
1502,2006,75000,100000,1,0,0,1
1503,2012,180000,60000,1,0,0,1
1504,2017,675000,30000,0,0,0,0
1505,2013,400000,170000,0,0,0,0
1506,2013,434999,100000,0,0,0,1
1507,2006,100000,110000,1,0,0,1
1508,2015,419000,170000,0,0,0,1
1509,2009,200000,100000,1,0,0,0
1510,2014,400000,35000,0,0,0,0
1511,2018,790000,40000,0,0,0,1
1512,2015,500000,90000,0,0,0,1
1513,2012,275000,120000,0,0,0,1
1514,2012,450000,120000,0,0,0,1
1515,2020,1400000,25000,0,1,0,0
1516,2015,800000,15000,0,0,0,0
1517,2014,315000,41000,1,1,0,0
1518,2019,700000,16000,1,0,0,0
1519,2016,585000,51000,0,1,0,0
1520,2014,350000,30000,1,0,0,0
1521,2014,495000,80000,0,1,0,0
1522,2017,500000,50000,1,0,0,0
1523,2013,345000,44000,1,1,0,0
1524,2015,500000,10000,1,0,0,0
1525,2016,360000,33000,1,1,0,0
1526,2010,210000,25000,1,0,0,0
1527,2014,220000,66000,1,1,0,0
1528,2009,250000,48000,1,0,0,0
1529,2016,990000,146000,0,1,0,0
1530,2013,220000,100000,0,0,0,3
1531,2012,1800000,50000,0,0,1,1
1532,2014,530000,50000,1,0,0,0
1533,2016,575000,50000,0,0,0,0
1534,2012,400000,99000,0,1,0,0
1535,2016,680000,50000,0,0,0,0
1536,2014,1000000,80000,0,0,1,0
1537,2016,260000,45000,1,0,0,1
1538,2010,150000,50000,1,0,0,1
1539,2008,180000,70000,1,0,0,2
1540,2014,346000,37516,0,0,0,0
1541,2015,450000,20000,0,0,0,0
1542,2019,500000,5000,1,0,0,0
1543,2019,700000,8000,0,0,0,0
1544,2019,280000,25880,1,0,0,0
1545,2019,475000,10000,1,0,1,0
1546,2009,300000,50000,0,0,0,0
1547,2014,200999,40000,1,0,0,0
1548,2009,200000,100000,0,0,0,2
1549,2009,210000,80000,1,0,0,1
1550,2012,160000,110000,0,0,0,0
1551,2009,175000,136000,0,0,0,1
1552,2012,320000,80000,0,0,0,0
1553,2009,110000,50000,1,0,0,1
1554,2008,300000,30000,1,0,0,0
1555,2012,700000,10000,1,0,0,0
1556,2009,135000,90000,0,0,0,3
1557,2015,500000,110000,0,0,0,0
1558,2012,550000,120000,0,0,0,1
1559,2014,1050000,90000,0,0,0,2
1560,2016,500000,20000,1,0,0,0
1561,2011,180000,90000,0,0,0,1
1562,2010,170000,50000,1,0,0,1
1563,2019,484999,9000,1,0,0,0
1564,2011,150000,70000,1,0,0,1
1565,2018,380000,25000,1,0,0,0
1566,2019,480000,10000,1,0,0,0
1567,2009,135000,90000,0,0,0,3
1568,2011,290000,60000,0,0,0,1
1569,2013,350000,70000,1,0,0,0
1570,2014,110000,25000,1,0,0,0
1571,2003,70000,80000,1,0,0,2
1572,2011,300000,70000,1,0,1,2
1573,2017,180000,60000,1,0,0,0
1574,2020,300000,20000,1,0,0,0
1575,2017,509000,60000,1,0,0,0
1576,2016,650000,80000,0,0,0,0
1577,2015,450000,70000,0,0,0,2
1578,1999,170000,2020,0,0,0,1
1579,2007,210000,100000,0,0,0,1
1580,2013,360000,80000,0,0,0,1
1581,2011,495000,120000,0,0,0,1
1582,2006,105000,100000,1,0,0,2
1583,2010,270000,60000,1,0,0,2
1584,2010,130000,110000,1,0,0,0
1585,2014,700000,90000,0,0,0,1
1586,2012,400000,40000,0,0,0,0
1587,2009,250000,60000,1,0,0,1
1588,2013,325000,94000,0,0,0,1
1589,2008,69000,100000,1,0,0,0
1590,2018,1380000,25000,0,0,0,0
1591,2007,90000,90000,1,0,0,0
1592,2016,1000000,40000,0,0,0,0
1593,2010,145000,90000,2,0,0,1
1594,2020,250000,1100,1,0,0,3
1595,2011,256000,70000,0,0,0,2
1596,2005,70000,120000,0,0,0,0
1597,2000,50000,88500,1,0,0,3
1598,2016,240000,70000,1,0,0,1
1599,2010,97000,128000,1,0,0,0
1600,2012,130000,120000,0,0,0,0
1601,2009,199000,52536,1,0,0,0
1602,2006,125000,70000,1,0,1,0
1603,2015,420000,60000,0,0,0,0
1604,2016,525000,110000,0,0,0,0
1605,2008,125000,85000,1,0,0,0
1606,2010,325000,135000,0,0,0,0
1607,2012,330000,86000,0,0,0,3
1608,2010,110000,50000,1,0,0,0
1609,2019,450000,1950,1,0,0,0
1610,2005,85000,118400,1,0,0,0
1611,2007,229999,70000,1,0,0,1
1612,2012,250000,60000,1,0,0,1
1613,2015,650000,68000,0,0,0,0
1614,2017,600000,46507,0,2,0,0
1615,2017,650000,6480,1,2,0,0
1616,2017,750000,32077,0,2,0,0
1617,2018,850000,19107,1,2,0,0
1618,2017,315000,18469,1,2,0,0
1619,2015,415000,28217,1,2,0,0
1620,2016,640000,72787,0,2,0,0
1621,2017,780000,31063,1,2,0,0
1622,2017,2595000,79641,0,2,1,0
1623,2015,850000,58692,0,2,0,0
1624,2015,900000,54784,0,2,0,0
1625,2016,1150000,64156,1,2,0,0
1626,2007,75000,54000,1,0,0,0
1627,2012,215000,97000,0,0,0,0
1628,2009,130000,120000,1,0,1,1
1629,2019,400000,16000,1,0,1,0
1630,2019,550000,60000,1,0,1,0
1631,2016,245000,52000,1,1,0,0
1632,2010,320000,110000,0,0,0,3
1633,2016,730000,60000,0,0,1,1
1634,2005,120000,100000,1,0,0,2
1635,2017,950000,35000,1,0,0,0
1636,2017,350000,48000,1,0,0,2
1637,2005,100000,20000,1,0,0,1
1638,2017,350000,30000,1,0,0,0
1639,2005,80000,40000,1,0,0,1
1640,2013,370000,60000,1,0,0,0
1641,2012,160000,70000,1,0,0,1
1642,2009,130000,120000,0,0,0,0
1643,2016,250000,30000,1,0,0,0
1644,2012,270000,80000,0,0,0,1
1645,2019,2600000,9500,0,0,1,0
1646,2013,160000,80000,1,0,0,0
1647,2016,229999,80000,1,0,0,0
1648,2017,750000,29000,0,0,0,0
1649,2011,195000,120000,0,0,0,0
1650,2015,320000,60000,1,0,0,0
1651,2018,1100000,20000,0,0,0,0
1652,2016,270000,22000,1,0,0,0
1653,2012,300000,50000,1,0,0,0
1654,2012,200000,50000,0,0,0,0
1655,2007,120000,81366,1,0,0,0
1656,2006,95000,110000,1,0,0,0
1657,2013,400000,100000,1,0,0,0
1658,2006,229999,300000,0,0,0,0
1659,2016,430000,20000,0,0,0,0
1660,2012,300000,90000,0,0,0,0
1661,2013,350000,70000,1,0,0,0
1662,2013,450000,120000,0,0,0,0
1663,2016,200000,53000,1,0,0,1
1664,2017,250000,30000,1,0,0,0
1665,2012,368000,90000,1,0,0,1
1666,2012,368000,90000,1,0,0,1
1667,2014,650000,244000,0,0,0,0
1668,1997,150000,120000,0,0,0,2
1669,2012,180000,60000,3,0,0,0
1670,2017,525000,15000,1,0,0,0
1671,2005,350000,150000,0,0,0,1
1672,2018,850000,30000,0,0,0,1
1673,2011,350000,312000,0,0,0,2
1674,2007,75000,54000,1,0,0,0
1675,2005,160000,67000,1,0,0,0
1676,2017,500000,40000,0,0,0,0
1677,2008,130000,100000,1,0,0,0
1678,2015,350000,100000,0,0,0,1
1679,2005,70000,80000,1,0,0,0
1680,2014,750000,145000,0,0,0,1
1681,2013,450000,53000,0,0,0,0
1682,2015,430000,73000,0,0,0,2
1683,2011,260000,90000,0,0,0,2
1684,2013,370000,80000,0,0,0,2
1685,2011,229999,100000,2,0,0,0
1686,2011,140000,90000,0,0,0,2
1687,2013,700000,200000,0,0,0,0
1688,2020,545000,7300,1,0,0,0
1689,2017,200000,30000,1,0,0,0
1690,2015,500000,120000,0,0,0,0
1691,2008,70000,90000,1,0,0,1
1692,2013,580000,25000,0,0,0,2
1693,2012,160000,70000,2,0,0,1
1694,2018,450000,6000,1,0,0,0
1695,2010,160000,36000,1,0,0,0
1696,2016,760000,49000,0,0,0,0
1697,2015,300000,22000,1,0,0,0
1698,1998,50000,35000,3,0,0,1
1699,2019,800000,24000,0,0,0,0
1700,2018,680000,20000,0,0,0,0
1701,2009,85000,50000,3,0,0,1
1702,2016,1300000,70000,0,0,0,0
1703,2016,500000,60000,1,0,0,0
1704,2015,3500000,35000,0,0,1,0
1705,2008,145000,60000,1,0,0,0
1706,2013,300000,60000,0,0,0,0
1707,2017,600000,60000,0,0,0,1
1708,2015,400000,70000,1,0,0,1
1709,2007,130000,135000,1,0,0,1
1710,2001,45000,72539,1,0,0,1
1711,2017,641000,25000,1,0,0,0
1712,2015,650000,50000,0,0,0,0
1713,2020,784000,101,0,1,0,4
1714,2020,635000,101,1,1,0,4
1715,2020,1000000,101,0,1,0,4
1716,2015,495000,52328,0,1,0,0
1717,2013,324000,30000,1,0,0,0
1718,2016,2100000,91505,0,1,1,0
1719,2018,200000,35000,1,0,0,0
1720,2015,320000,60000,0,0,0,0
1721,2015,300000,20500,1,0,0,0
1722,2013,180000,200000,0,0,0,0
1723,2008,500000,154000,0,0,0,2
1724,2011,305000,120000,1,0,0,1
1725,2009,125000,50000,1,0,0,3
1726,2015,800000,135000,0,0,0,0
1727,2009,420000,100000,0,0,0,0
1728,2017,875000,40000,0,0,0,0
1729,2014,580000,70000,0,0,0,0
1730,2011,350000,133000,0,0,0,1
1731,2004,120000,110000,1,0,0,1
1732,2013,150000,180000,0,0,0,2
1733,2013,650000,120000,0,0,0,0
1734,2010,225000,80000,1,0,0,1
1735,2014,400000,15000,1,0,1,0
1736,2005,250000,70000,1,0,0,0
1737,2008,120000,41723,1,0,0,1
1738,2010,250000,70000,1,0,0,0
1739,2012,175000,20000,1,0,0,1
1740,2013,450000,1000,0,1,0,1
1741,2018,590000,26350,0,1,0,0
1742,2015,225000,68745,0,1,0,0
1743,2016,900000,47000,0,0,0,0
1744,2017,375000,27289,1,1,1,0
1745,2016,320000,24662,1,1,0,0
1746,2013,525000,37000,0,1,0,0
1747,2014,650000,28245,0,1,0,0
1748,2017,575000,27005,0,1,0,0
1749,2014,355000,39227,1,1,0,0
1750,2016,470000,31367,0,1,0,0
1751,2008,221000,35008,1,1,0,0
1752,2009,195000,27005,1,1,0,0
1753,2004,90000,100005,1,1,0,1
1754,2013,580000,45264,0,1,0,0
1755,2014,325000,39093,1,1,0,0
1756,2013,495000,45241,1,1,0,0
1757,2014,290000,12000,1,1,0,0
1758,2018,375000,2769,1,1,0,0
1759,2011,211000,43128,0,1,0,0
1760,2010,270000,110000,1,0,0,1
1761,2004,70000,50000,1,0,0,1
1762,2010,225000,60000,1,0,0,1
1763,2014,420000,70000,0,0,0,2
1764,2015,280000,22255,1,0,0,0
1765,2013,400000,59213,1,0,0,0
1766,2015,850000,55000,0,0,0,0
1767,2011,550000,80000,0,0,0,0
1768,2011,550000,80000,0,0,0,0
1769,2018,1000000,40000,0,0,0,0
1770,2014,350000,170000,0,0,0,0
1771,2011,350000,170000,0,0,0,1
1772,2007,170000,70000,1,0,0,2
1773,2020,828999,1010,1,1,0,4
1774,2020,1119000,1010,1,1,0,4
1775,2020,746000,1111,1,1,0,4
1776,2020,1030000,1010,1,1,0,4
1777,2020,1334000,1010,0,1,0,4
1778,2020,811999,1010,1,1,0,4
1779,2020,1331000,1010,0,1,0,4
1780,2020,852000,1010,1,1,0,4
1781,2006,45000,120000,0,0,0,1
1782,2013,430000,70000,0,0,0,2
1783,2011,140000,60000,0,0,0,1
1784,2015,830000,70000,0,0,0,0
1785,2009,409999,110000,0,0,0,1
1786,2012,190000,80000,0,0,0,2
1787,2007,200000,80000,1,0,0,1
1788,2006,120000,110000,1,0,0,1
1789,2019,850000,50000,0,0,0,0
1790,2011,95000,115000,0,0,0,3
1791,2013,213000,80000,1,0,0,0
1792,2018,660000,25000,0,0,0,0
1793,2017,415000,48965,1,1,0,0
1794,2019,1100000,5166,1,1,0,4
1795,2012,650000,76290,0,1,0,0
1796,2016,969999,70000,0,0,1,1
1797,2016,1250000,35000,0,0,0,0
1798,2017,715000,25000,0,0,1,0
1799,2017,715000,25000,0,0,1,0
1800,2016,565000,47000,0,1,0,0
1801,2013,615000,45766,0,0,0,1
1802,2007,199000,78771,0,1,0,1
1803,2010,325000,79357,0,1,0,0
1804,2012,409999,28000,0,0,0,0
1805,2012,500000,72000,0,1,1,1
1806,2011,225000,76736,0,1,0,1
1807,2007,135000,70000,1,0,0,1
1808,2012,750000,80000,0,0,1,1
1809,2009,155000,60000,3,0,0,1
1810,2012,335000,77000,0,1,0,2
1811,2005,114999,92645,0,1,0,3
1812,2007,699000,101849,0,1,0,1
1813,2004,110000,120000,0,0,0,3
1814,2012,300000,80000,1,0,0,0
1815,2014,700000,70000,0,0,0,1
1816,2017,700000,120000,0,0,0,0
1817,2013,210000,42000,1,0,0,2
1818,2012,600000,120000,0,0,0,2
1819,2012,180000,155836,0,0,0,1
1820,2011,220000,59000,1,0,0,1
1821,2009,70000,60000,1,0,0,0
1822,2018,950000,70000,0,0,0,1
1823,2014,800000,20000,0,0,0,0
1824,2012,700000,120000,0,0,0,2
1825,2016,265000,40000,1,0,0,0
1826,2011,175000,90000,0,0,0,2
1827,2012,260000,89000,0,0,0,1
1828,2013,950000,80000,0,0,0,2
1829,2009,250000,200000,0,0,0,3
1830,2015,630000,50000,0,0,0,0
1831,2012,35000,35000,1,0,0,2
1832,2013,450000,1000,0,1,0,1
1833,2018,3800000,10000,0,1,1,0
1834,2013,1580000,86000,0,1,1,0
1835,2019,4950000,30000,0,1,1,0
1836,2016,535000,52600,0,0,0,0
1837,2012,225000,110000,1,0,0,1
1838,2017,550000,19890,1,1,1,0
1839,2016,670000,7104,1,2,0,0
1840,2015,625000,11918,1,2,0,0
1841,2017,520000,10510,1,1,1,0
1842,2016,239000,41000,1,1,0,0
1843,2017,2600000,47162,0,2,1,0
1844,2015,750000,45974,0,2,0,0
1845,2012,229999,49824,1,1,0,0
1846,2013,1300000,58500,0,1,1,0
1847,2005,80000,56580,1,1,0,0
1848,2012,385000,52000,0,1,0,0
1849,2015,760000,55340,1,2,0,0
1850,2017,600000,46507,0,2,0,0
1851,2014,330000,200000,0,0,0,2
1852,2009,150000,120000,1,0,0,0
1853,2008,105000,90000,0,0,0,0
1854,2013,185000,65000,0,0,0,0
1855,2014,260000,50000,0,0,0,0
1856,2012,450000,33000,0,0,0,0
1857,2016,500000,38000,1,0,0,0
1858,2012,260000,40000,1,0,0,0
1859,2012,265000,55000,0,0,0,1
1860,2017,800000,26000,0,0,0,1
1861,2016,869999,80000,0,0,0,0
1862,2018,690000,40000,1,0,0,0
1863,2011,825000,120000,0,0,0,0
1864,2006,160000,63230,1,0,0,1
1865,2006,300000,120000,0,0,0,1
1866,2005,100000,100000,1,0,0,2
1867,2015,530000,77000,0,0,0,1
1868,2016,360000,30000,1,0,0,0
1869,2015,220000,40000,1,0,0,0
1870,2017,178000,35000,1,0,0,0
1871,2018,515000,5000,0,0,0,0
1872,2014,300000,35000,1,0,0,0
1873,2008,105000,90000,0,0,0,0
1874,2013,185000,65000,0,0,0,0
1875,2012,150000,80000,0,0,0,1
1876,2014,260000,50000,0,0,0,0
1877,2012,450000,33000,0,0,0,0
1878,2016,500000,38000,1,0,0,0
1879,2012,260000,40000,1,0,0,0
1880,2012,265000,55000,0,0,0,1
1881,2017,750000,15000,1,0,0,0
1882,2017,800000,26000,0,0,0,1
1883,2016,869999,80000,0,0,0,0
1884,2012,950000,80000,0,0,0,0
1885,2018,690000,40000,1,0,0,0
1886,2011,825000,120000,0,0,0,0
1887,2013,170000,70000,1,0,0,0
1888,2006,160000,63230,1,0,0,1
1889,2006,300000,120000,0,0,0,1
1890,2015,315000,45000,1,0,0,1
1891,2006,90000,40000,1,0,0,1
1892,2005,100000,100000,1,0,0,2
1893,2008,65000,110000,1,0,0,2
1894,2012,312000,90000,0,0,0,1
1895,2018,700000,25000,0,0,0,0
1896,2005,150000,47000,1,0,0,0
1897,2013,450000,60000,0,0,0,0
1898,2010,229999,120000,0,0,0,1
1899,2008,111000,120000,0,0,0,0
1900,2012,250000,140000,0,0,0,1
1901,2019,750000,1001,0,1,0,0
1902,2017,774000,1758,1,1,1,0
1903,2018,711000,1452,1,1,1,0
1904,2017,600000,35122,0,1,0,0
1905,2015,455000,92621,0,1,0,0
1906,2015,225000,92198,1,1,0,1
1907,2019,650000,5000,0,0,0,0
1908,2013,200000,50000,1,0,0,0
1909,2016,875000,74000,0,0,1,0
1910,2017,750000,40000,0,0,1,0
1911,2019,725000,22000,0,0,1,0
1912,2007,100000,100000,1,0,0,1
1913,2019,1100000,40000,0,0,0,0
1914,2017,2700000,30000,0,0,1,0
1915,2016,280000,23000,1,0,0,0
1916,2009,150000,30000,0,0,0,0
1917,2010,200000,50000,1,0,0,0
1918,2010,148000,100000,0,0,0,1
1919,2011,254999,70000,1,0,0,1
1920,2013,360000,60000,1,0,0,1
1921,2006,95000,90000,1,0,0,1
1922,2007,185000,230000,0,0,0,1
1923,2012,185000,40000,0,0,0,0
1924,2019,300000,15000,1,0,0,0
1925,2018,800000,40000,1,0,0,0
1926,2000,60000,50000,1,0,0,0
1927,2010,80000,50000,1,0,0,1
1928,2018,500000,8000,1,0,0,0
1929,2013,250000,35000,1,0,0,0
1930,2010,250000,80000,0,0,0,0
1931,2005,125000,50000,1,0,0,1
1932,2002,100000,80000,1,0,0,3
1933,2010,480000,90000,0,0,0,0
1934,2018,320000,30000,1,0,0,1
1935,2010,130000,70000,1,0,0,1
1936,2006,57000,80000,0,0,0,1
1937,2005,75000,60000,1,0,0,0
1938,2003,60000,35000,1,0,0,0
1939,2008,125000,70000,1,0,0,0
1940,2004,105000,100000,1,0,0,2
1941,2008,125000,152000,3,0,0,1
1942,1998,69000,70000,1,0,0,1
1943,2012,130000,90000,0,0,0,1
1944,2019,630000,40000,1,0,0,0
1945,2016,330000,50000,1,0,0,1
1946,2014,340000,15000,1,0,0,1
1947,2006,60000,120000,1,0,0,2
1948,2014,550000,78322,0,0,0,0
1949,2014,480000,110000,0,0,0,1
1950,2013,315000,80000,0,0,0,1
1951,2012,165000,120000,0,0,0,0
1952,2016,170000,125000,1,0,0,0
1953,2018,550000,8000,1,0,0,0
1954,2018,465000,13000,1,0,0,0
1955,2012,120000,80000,0,0,0,2
1956,2008,220000,54309,1,0,0,0
1957,2011,180000,70000,0,0,0,1
1958,2006,150000,34600,1,0,0,2
1959,2016,520000,25000,1,0,0,0
1960,2013,430000,80000,0,0,0,2
1961,2009,300000,55000,0,0,0,1
1962,2020,1000000,5000,0,0,0,0
1963,2017,725000,30000,0,0,0,0
1964,2011,500000,31000,0,0,0,0
1965,2011,250000,50000,1,0,0,0
1966,2018,700000,38217,0,0,0,0
1967,2011,185000,50000,1,0,0,2
1968,2011,200000,120000,0,0,0,0
1969,2004,315000,110000,0,0,0,2
1970,2019,1100000,40000,0,0,0,0
1971,2001,52000,50000,1,0,0,2
1972,2017,600000,10000,1,0,0,0
1973,2019,1700000,10000,0,0,0,0
1974,2015,451000,100000,0,0,0,0
1975,2016,370000,60000,1,0,0,0
1976,2017,2700000,30000,0,0,1,0
1977,2016,280000,23000,1,0,0,0
1978,2017,350000,30000,1,0,0,0
1979,2011,250000,50000,1,0,0,0
1980,2014,204999,25000,1,0,0,1
1981,2019,500000,15000,1,0,0,0
1982,2009,150000,30000,0,0,0,0
1983,2010,175000,45000,1,0,0,1
1984,2009,170000,44800,1,0,0,1
1985,2010,200000,50000,1,0,0,0
1986,2018,800000,52000,0,0,0,0
1987,2017,1200000,50000,0,0,1,0
1988,2008,400000,35000,1,0,0,1
1989,2010,148000,100000,0,0,0,1
1990,2014,200000,100000,0,0,0,0
1991,2016,284000,40000,0,0,0,1
1992,2007,80000,60000,1,0,0,2
1993,2014,170000,77000,1,0,0,0
1994,2011,150000,60000,1,0,0,0
1995,2010,110000,77073,1,0,0,1
1996,2016,400000,70000,0,0,0,0
1997,2013,275000,90000,3,0,0,1
1998,2013,800000,186000,0,0,0,2
1999,2014,550000,90000,0,0,0,0
2000,2007,125000,100000,1,0,0,1
2001,2010,135000,80000,1,0,0,1
2002,2012,349000,150000,0,0,0,0
2003,2014,458000,80000,0,0,0,0
2004,2018,300000,35000,1,0,0,0
2005,2008,95000,70000,1,0,0,0
2006,2018,850000,50000,0,0,0,0
2007,2019,750000,25000,0,0,0,0
2008,2013,190000,120000,0,0,0,0
2009,2009,150000,70000,1,0,0,0
2010,2009,114999,106000,1,0,0,2
2011,2010,320000,120000,1,0,0,2
2012,2019,300000,120000,2,0,0,0
2013,2016,275000,160000,1,0,0,0
2014,2010,140000,120000,1,0,0,1
2015,2020,830000,10000,1,0,0,0
2016,2013,380000,50000,1,0,0,0
2017,2010,150000,90000,1,0,0,1
2018,2008,50000,70000,1,0,0,0
2019,2008,155000,100000,0,0,0,0
2020,2008,155000,100000,0,0,0,0
2021,2010,300000,80000,1,0,0,0
2022,2018,300000,16584,1,1,0,0
2023,2016,385000,38000,0,1,0,0
2024,2010,221000,51000,1,1,0,0
2025,2016,381000,38000,0,1,0,0
2026,2015,250999,35000,1,1,0,0
2027,2002,60000,120000,1,0,0,2
2028,2016,380000,38000,0,1,0,0
2029,2008,180000,144000,0,0,0,2
2030,2017,751000,64000,0,1,0,0
2031,2015,1250000,60000,0,1,1,0
2032,2014,229999,65000,1,1,0,0
2033,2019,1250000,24000,0,0,0,0
2034,2014,782000,58000,0,1,0,1
2035,2014,780000,58000,0,1,0,1
2036,2016,245000,68000,1,1,0,0
2037,2011,321000,81257,0,1,0,0
2038,2017,509999,44000,0,1,0,0
2039,2015,110000,45000,1,1,0,0
2040,2013,400000,75000,0,1,0,0
2041,2013,370000,90000,1,0,0,0
2042,2007,175000,80000,0,0,0,1
2043,1998,1000000,35000,1,0,1,1
2044,2013,92800,25000,1,0,0,1
2045,2014,291000,90000,0,0,0,0
2046,2013,92800,25000,1,0,0,1
2047,2013,335000,110000,0,0,0,2
2048,2013,170000,35000,1,0,0,0
2049,2019,295000,10000,1,0,0,0
2050,2019,375000,10000,1,0,0,0
2051,2012,215000,70000,1,0,0,1
2052,2009,150000,110000,0,0,0,1
2053,2003,60000,5000,1,0,0,1
2054,2006,52000,120000,1,0,0,2
2055,2009,80000,90000,3,0,0,1
2056,2012,140000,70000,1,0,0,1
2057,2008,120000,90000,1,0,0,1
2058,2006,110000,120000,0,0,0,2
2059,2012,280000,110000,0,0,0,3
2060,2016,450000,50000,0,0,0,1
2061,2018,1150000,58000,0,0,0,0
2062,2018,650000,15000,0,0,0,0
2063,2015,300000,60000,1,0,0,1
2064,2015,73000,57000,1,0,0,0
2065,2015,400000,87000,0,0,0,2
2066,2017,300000,70000,1,0,0,0
2067,2012,300000,30000,1,0,1,1
2068,2012,450000,80000,0,0,0,0
2069,2009,200000,100000,1,0,0,1
2070,2019,580000,40000,1,0,0,0
2071,2017,550000,3917,1,0,0,0
2072,2007,190000,160000,0,0,0,1
2073,2017,450000,35000,0,0,0,0
2074,2014,220000,70000,1,0,0,0
2075,2012,310000,69069,1,1,0,0
2076,2019,650000,13500,1,0,0,0
2077,2014,300000,59059,1,1,0,0
2078,2013,200000,70000,1,0,0,0
2079,2012,285000,39039,1,1,0,0
2080,2014,335000,33033,1,1,0,0
2081,2011,370000,55168,1,0,0,1
2082,2013,375000,41041,1,1,0,0
2083,2009,235000,67067,1,1,0,0
2084,2013,345000,66066,1,1,1,0
2085,2013,365000,82082,0,1,0,0
2086,2014,400000,48000,1,0,0,0
2087,2015,250000,30000,1,0,0,0
2088,2012,465000,70070,0,1,1,0
2089,2017,300000,10000,1,0,0,0
2090,2018,655000,25000,1,0,0,0
2091,2016,350000,30000,2,0,0,1
2092,2015,500000,50000,1,1,1,0
2093,2015,465000,63063,1,1,1,0
2094,2008,263000,70000,0,0,0,0
2095,2012,250000,90000,1,0,0,0
2096,1999,60000,90000,1,0,0,3
2097,2005,70000,90000,1,0,0,2
2098,2016,250000,30000,1,0,0,0
2099,2016,229999,80000,1,0,0,0
2100,2011,195000,120000,0,0,0,0
2101,2016,270000,22000,1,0,0,0
2102,2017,650000,140000,0,0,0,0
2103,2014,370000,80000,0,0,0,1
2104,2016,509999,40000,0,0,0,0
2105,2011,280000,33000,1,0,0,0
2106,2010,180000,40000,1,0,0,0
2107,2018,300000,10500,1,0,0,0
2108,2013,400000,107000,0,0,0,0
2109,2010,210000,60000,1,0,0,1
2110,2006,90000,120000,1,0,0,1
2111,2010,222000,70000,1,0,0,0
2112,2015,240000,50000,1,0,0,1
2113,2013,450000,70000,0,0,0,1
2114,2017,650000,6000,1,0,0,0
2115,2010,200000,78000,0,1,0,1
2116,2011,210000,72000,0,1,0,2
2117,2011,75000,9528,1,1,0,0
2118,2011,450000,135200,0,1,0,0
2119,2011,220000,58000,1,1,0,1
2120,2013,325000,78000,0,1,0,1
2121,2018,450000,45000,1,0,0,0
2122,2017,825000,35000,0,0,0,0
2123,2007,125000,76000,1,1,0,2
2124,2015,434999,100000,0,0,0,2
2125,2011,484999,99000,0,0,0,1
2126,2009,175000,80000,0,0,0,2
2127,2006,220000,120000,1,0,0,2
2128,2020,1250000,1100,1,1,0,0
2129,2017,215000,34000,1,1,0,0
2130,2014,625000,68000,0,1,0,0
2131,2018,615000,15000,0,0,0,0
2132,2012,130000,58000,0,1,0,0
